ReferenceYear,FacilityName,FacilityProvince,latitude,longitude,CO2,CH4,TotalEmissions
2022,Installations Portuaires et Services Ferroviaires,Quebec,48.3335,-70.8784,0,,9.4549
2022,Installations Portuaires et Services Ferroviaires,Quebec,48.3335,-70.8784,15250,0.886,15306.078
2022,Hythe Comp Stn A-029-H,British Columbia,55.602,-120.10454,180.6492,1.0396,209.8375
2022,Hythe Comp Stn A-029-H,British Columbia,55.602,-120.10454,0.1549,13.3645,374.3609
2022,Hythe Comp Stn A-029-H,British Columbia,55.602,-120.10454,20101.4293,66.4371,22124.2456
2022,Usine de Gatineau,Quebec,45.4808,-75.6556,36360.04,16.975,40002.885
2022,Usine de Gatineau,Quebec,45.4808,-75.6556,556.86,0.055,559.725
2022,Centrale de Kuujjuaq,Quebec,58.1111,-68.406,14803.027,0.978,14874.931
2022,Centrale d'Obedjiwan,Quebec,48.6551,-74.9388,10521.45,0.695,10572.71
2022,Prairie Green IWMF,Manitoba,50.0047,-97.1307,167.2684,0.0034,169.5366
2022,Prairie Green IWMF,Manitoba,50.0047,-97.1307,940.018,0.025595,962.10426
2022,Prairie Green IWMF,Manitoba,50.0047,-97.1307,0,1196.81,33510.68
2022,Kapuskasing Operations,Ontario,49.41,-82.4239,31513.301,12.623,34238.495
2022,Kapuskasing Operations,Ontario,49.41,-82.4239,1445.231,0.203,1456.745
2022,Cactus Lake Battery,Saskatchewan,52.03986,-109.91033,1824.9269,13.3858,2200.6833
2022,Cactus Lake Battery,Saskatchewan,52.03986,-109.91033,0.604,28.5969,801.3172
2022,Cactus Lake Battery,Saskatchewan,52.03986,-109.91033,54466.3694,86.5113,59977.2078
2022,Cactus Lake Battery,Saskatchewan,52.03986,-109.91033,0.8848,70.442,1973.2608
2022,Consort Sweet Gas Plant,Alberta,52.1044,-110.695,45.9052,0.2825,53.8417
2022,Consort Sweet Gas Plant,Alberta,52.1044,-110.695,0.069,5.2405,146.803
2022,Consort Sweet Gas Plant,Alberta,52.1044,-110.695,18677,62.2015,21528.4885
2022,Consort Sweet Gas Plant,Alberta,52.1044,-110.695,0.1816,15.674,439.0536
2022,Wildhay Cecilia-Kaybob Plant,Alberta,53.8853,-117.1787,49.2099,0.2657,56.676
2022,Wildhay Cecilia-Kaybob Plant,Alberta,53.8853,-117.1787,0.1547,4.4651,125.1775
2022,Wildhay Cecilia-Kaybob Plant,Alberta,53.8853,-117.1787,18123.5267,163.9922,23643.4443
2022,Wildhay Cecilia-Kaybob Plant,Alberta,53.8853,-117.1787,1.3429,38.7544,1086.4661
2022,Leafland Facility,Alberta,52.4029,-114.7077,424.7076,3.11712,512.23076
2022,Leafland Facility,Alberta,52.4029,-114.7077,0.11965,4.83944,135.62397
2022,Leafland Facility,Alberta,52.4029,-114.7077,9775.18333,60.41821,11648.02866
2022,Leafland Facility,Alberta,52.4029,-114.7077,2.84431,161.62422,4528.32247
2022,Air Liquide Canada - Hamilton (ASU and H2),Ontario,43.262,-79.8262,0,4.3,120.4
2022,Air Liquide Canada - Hamilton (ASU and H2),Ontario,43.262,-79.8262,3757.5,0.073,3776.769
2022,Air Liquide Canada - Hamilton (ASU and H2),Ontario,43.262,-79.8262,6651.21,,6651.21
2022,"Cascades Groupe Tissu Candiac, une division de Cascades Canada ULC",Quebec,45.4003,-73.5234,30573,0.5975,30730.286
2022,"Cascades Groupe Tissu Candiac, une division de Cascades Canada ULC",Quebec,45.4003,-73.5234,0,,79.25843
2022,"Cascades Groupe Tissu Candiac, une division de Cascades Canada ULC",Quebec,45.4003,-73.5234,68.49,0.03941,70.53423
2022,"Cascades Groupe Tissu Candiac, une division de Cascades Canada ULC",Quebec,45.4003,-73.5234,0,6.311,176.708
2022,Court Battery 06-25,Saskatchewan,51.85796,-109.8468,1498.0238,7.3206,1703.7161
2022,Court Battery 06-25,Saskatchewan,51.85796,-109.8468,1.0442,15.0607,422.7438
2022,Court Battery 06-25,Saskatchewan,51.85796,-109.8468,3920.3236,6.372,4350.6751
2022,Court Battery 06-25,Saskatchewan,51.85796,-109.8468,7.8076,148.522,4166.4236
2022,Graphic Packaging International Canada ULC - East Angus,Quebec,45.4815,-71.6609,32993.78,0.626,33159.178
2022,Graphic Packaging International Canada ULC - East Angus,Quebec,45.4815,-71.6609,168.258,0.056,171.893
2022,Everdell 14-20-038-07W5 GP,Alberta,52.2865,-114.9708,60.61876,0.32613,69.77955
2022,Everdell 14-20-038-07W5 GP,Alberta,52.2865,-114.9708,0.02406,0.90408,25.3383
2022,Everdell 14-20-038-07W5 GP,Alberta,52.2865,-114.9708,14226.92467,22.56232,15738.25763
2022,Everdell 14-20-038-07W5 GP,Alberta,52.2865,-114.9708,18.48462,28.11655,805.74802
2022,Armstrong Division,British Columbia,50.3933,-119.224,3827.9438,14.9183,7016.6817
2022,Armstrong Division,British Columbia,50.3933,-119.224,2946.3035,0.3442,2967.9986
2022,Armstrong Division,British Columbia,50.3933,-119.224,0,75.374,2110.472
2022,Soda Creek,British Columbia,52.1561,-122.1787,11935.1109,0.2307,11995.8425
2022,Soda Creek,British Columbia,52.1561,-122.1787,1568.5152,0.0624,1574.0254
2022,Soda Creek,British Columbia,52.1561,-122.1787,0,53.217,1490.076
2022,"Cascades Groupe Tissu Kingsey Falls, une division de Cascades Canada ULC",Quebec,45.8648,-72.0659,17272.22,0.33757,17361.08716
2022,"Cascades Groupe Tissu Kingsey Falls, une division de Cascades Canada ULC",Quebec,45.8648,-72.0659,0,91.4916,2573.6103
2022,ArcelorMittal Longueuil,Quebec,45.5663,-73.4579,23731.91,0.468,23855.519
2022,ArcelorMittal Longueuil,Quebec,45.5663,-73.4579,30.967,0.00458,34.160495
2022,Moose Mountain Compressor Station,Alberta,50.8894,-114.7618,974.9968,0.0611,976.7341
2022,Moose Mountain Compressor Station,Alberta,50.8894,-114.7618,0.0003,0.4478,12.5387
2022,Moose Mountain Compressor Station,Alberta,50.8894,-114.7618,19381.9292,207.6352,25755.1828
2022,Bonnybrook Wastewater Treatment Plant,Alberta,51.0128,-114.022,15541.959,75.531,17883.667
2022,Bonnybrook Wastewater Treatment Plant,Alberta,51.0128,-114.022,0,101.725,19117.71
2022,Greenway Pollution Control Centre,Ontario,42.9744,-81.2821,9228,0.013,17035.264
2022,Drayton Valley Sawmill,Alberta,53.2277,-114.9889,10642.47,0.2,10696.035
2022,Drayton Valley Sawmill,Alberta,53.2277,-114.9889,1964.46,0.11,1972.84
2022,Joffre Nitrogen Operations,Alberta,52.3221,-113.5166,514.8328,0.9162,542.8714
2022,Joffre Nitrogen Operations,Alberta,52.3221,-113.5166,0.2759,23.3335,653.6139
2022,Joffre Nitrogen Operations,Alberta,52.3221,-113.5166,16611.1794,0.3439,16701.7131
2022,Joffre Nitrogen Operations,Alberta,52.3221,-113.5166,71.918,0.0042,77.4681
2022,Joffre Nitrogen Operations,Alberta,52.3221,-113.5166,0,0.04896,1.37088
2022,Dunvegan Plant 15-03-081-04 W6M,Alberta,55.9981,-118.5289,1867.08,13.7,2250.68
2022,Dunvegan Plant 15-03-081-04 W6M,Alberta,55.9981,-118.5289,0.024,1.392,39
2022,Dunvegan Plant 15-03-081-04 W6M,Alberta,55.9981,-118.5289,16986.05,19.81,18335.73
2022,Dunvegan Plant 15-03-081-04 W6M,Alberta,55.9981,-118.5289,0.73,12.92,362.49
2022,Alberta Processing Company,Alberta,50.9897,-113.9938,15829.04,0.31,15909.27
2022,Northern Alberta Processing Company,Alberta,53.5748,-113.3146,18115.74,0.35,18207.69
2022,Guelph Glass Plant,Ontario,43.5447,-80.2324,12010.6607,0.2339,12072.2504
2022,Guelph Glass Plant,Ontario,43.5447,-80.2324,15.3885,0.0065,15.809
2022,Établissement 01,Quebec,45.5531,-73.495,12099,0.16,12147.47
2022,Établissement 01,Quebec,45.5531,-73.495,4.2,,19.97
2022,Établissement 01,Quebec,45.5531,-73.495,9.087,0.004,9.24405
2022,Etobicoke Casting Plant,Ontario,43.5958,-79.5406,10051,0.196,10102.598
2022,Steelman Gas Plant,Saskatchewan,49.3164,-102.6244,25321.5668,93.7165,27957.5008
2022,Steelman Gas Plant,Saskatchewan,49.3164,-102.6244,0.1644,12.4874,349.8116
2022,Steelman Gas Plant,Saskatchewan,49.3164,-102.6244,33013.8667,31.9504,34128.6134
2022,Steelman Gas Plant,Saskatchewan,49.3164,-102.6244,1.8801,111.3781,3120.4669
2022,Pembina  North Gas Plant,Alberta,53.245,-115.6743,1463.36934,6.18342,1637.20735
2022,Pembina  North Gas Plant,Alberta,53.245,-115.6743,19197.5109,24.09339,20824.36357
2022,Pembina  North Gas Plant,Alberta,53.245,-115.6743,109.853,0.007,110.314
2022,Pembina  North Gas Plant,Alberta,53.245,-115.6743,206.67162,51.73848,1655.34906
2022,"Alberta Plywood, a division of West Fraser Mills Ltd.",Alberta,53.5019,-113.4899,0.069169,3.593275,100.680869
2022,"Alberta Plywood, a division of West Fraser Mills Ltd.",Alberta,53.5019,-113.4899,18780.9982,0.361828,18883.04729
2022,"Alberta Plywood, a division of West Fraser Mills Ltd.",Alberta,53.5019,-113.4899,329.882463,0.139356,338.804591
2022,Nottingham Gas Plant 07-17-005-32-W1,Saskatchewan,49.3837,-102.2809,7076.8359,15.701,7519.2464
2022,Nottingham Gas Plant 07-17-005-32-W1,Saskatchewan,49.3837,-102.2809,0.1803,13.6928,383.5787
2022,Nottingham Gas Plant 07-17-005-32-W1,Saskatchewan,49.3837,-102.2809,8553.5951,6.2026,8770.0124
2022,Nottingham Gas Plant 07-17-005-32-W1,Saskatchewan,49.3837,-102.2809,0.1311,188.9492,5290.7087
2022,Centrica Compressor Station 10-10,Alberta,53.0394,-116.4064,0.0755,1.5963,44.7719
2022,Centrica Compressor Station 10-10,Alberta,53.0394,-116.4064,9178.707,25.3101,9949.6648
2022,Centrica Compressor Station 10-10,Alberta,53.0394,-116.4064,0.6989,14.5237,407.3625
2022,East River,Nova Scotia,44.5823,-64.1627,14002.86,1.963,14479.174
2022,East River,Nova Scotia,44.5823,-64.1627,386.82,0.028,412.514
2022,Turin Sour Gas Plant,Alberta,49.80583,-112.32197,117.64451,0.19391,123.09254
2022,Turin Sour Gas Plant,Alberta,49.80583,-112.32197,0.00559,1.37085,38.38939
2022,Turin Sour Gas Plant,Alberta,49.80583,-112.32197,14041.42502,34.30428,15502.77366
2022,Turin Sour Gas Plant,Alberta,49.80583,-112.32197,1391.34794,8.42691,1627.30142
2022,01-30 South Swan Hills CS,Alberta,54.6473,-115.4958,852.8659,4.05682,966.85436
2022,01-30 South Swan Hills CS,Alberta,54.6473,-115.4958,0.17975,11.8991,333.35455
2022,01-30 South Swan Hills CS,Alberta,54.6473,-115.4958,22031.781,1.51016,22216.98528
2022,01-30 South Swan Hills CS,Alberta,54.6473,-115.4958,7.01897,37.21001,1048.89925
2022,PETRO-CAN WHITECOURT,Alberta,54.1309,-115.5467,4908.0404,13.2287,5310.986
2022,PETRO-CAN WHITECOURT,Alberta,54.1309,-115.5467,0.3723,21.497,602.2883
2022,PETRO-CAN WHITECOURT,Alberta,54.1309,-115.5467,8854.0831,24.0826,9587.6499
2022,PETRO-CAN WHITECOURT,Alberta,54.1309,-115.5467,0.0065,0.3737,10.4701
2022,Teepee Creek Plant 07-02-074-04 W6M,Alberta,55.3767,-118.4918,3261.65,23.94,3934.62
2022,Teepee Creek Plant 07-02-074-04 W6M,Alberta,55.3767,-118.4918,7047.74,1.14,7151.21
2022,Teepee Creek Plant 07-02-074-04 W6M,Alberta,55.3767,-118.4918,3081.09,,3081.09
2022,Chime 5-26 Compressor Station,Alberta,54.30319,-118.64692,0.3183,5.2782,148.1079
2022,Chime 5-26 Compressor Station,Alberta,54.30319,-118.64692,6733.5721,69.7278,9590.9255
2022,Chime 5-26 Compressor Station,Alberta,54.30319,-118.64692,0.7068,42.4754,1190.018
2022,Chime 08-13,Alberta,54.36136,-118.75314,0.2267,7.9178,221.9251
2022,Chime 08-13,Alberta,54.36136,-118.75314,7645.1515,14.612,8614.1795
2022,Chime 08-13,Alberta,54.36136,-118.75314,1.4224,64.1656,1798.0592
2022,Alder Flats Sweet Gas Plant,Alberta,52.869,-115.101,380.1248,2.74042,457.07121
2022,Alder Flats Sweet Gas Plant,Alberta,52.869,-115.101,0.04984,1.94266,54.44432
2022,Alder Flats Sweet Gas Plant,Alberta,52.869,-115.101,13058.73834,21.77655,14516.06834
2022,Alder Flats Sweet Gas Plant,Alberta,52.869,-115.101,57.38522,262.43499,7405.56494
2022,Ferrier Comp Stn 13-17,Alberta,52.7084,-115.4289,352.4145,1.67633,399.51604
2022,Ferrier Comp Stn 13-17,Alberta,52.7084,-115.4289,0,0.97865,27.4022
2022,Ferrier Comp Stn 13-17,Alberta,52.7084,-115.4289,10370.83,18.88468,11641.38904
2022,Ferrier Comp Stn 13-17,Alberta,52.7084,-115.4289,391.09356,25.39303,1102.0984
2022,Medicine River Sour Gas Plant,Alberta,52.358,-114.3241,1108.0819,8.09972,1335.50476
2022,Medicine River Sour Gas Plant,Alberta,52.358,-114.3241,0.00161,0.45426,12.72089
2022,Medicine River Sour Gas Plant,Alberta,52.358,-114.3241,11155.61427,25.34028,12382.60761
2022,Medicine River Sour Gas Plant,Alberta,52.358,-114.3241,1486.4943,23.64217,2148.47506
2022,Peco Sweet Gas Plant,Alberta,55.1994,-116.2219,1457.4926,10.35138,1748.15009
2022,Peco Sweet Gas Plant,Alberta,55.1994,-116.2219,0.39498,6.27407,176.06894
2022,Peco Sweet Gas Plant,Alberta,55.1994,-116.2219,19757.19658,35.01517,21708.09374
2022,Peco Sweet Gas Plant,Alberta,55.1994,-116.2219,13.1014,203.18036,5702.15148
2022,Viking Sweet Gas Plant,Alberta,53.18848,-111.75697,75.0465,0.5508,90.5113
2022,Viking Sweet Gas Plant,Alberta,53.18848,-111.75697,19742.323,54.22784,21395.42587
2022,Viking Sweet Gas Plant,Alberta,53.18848,-111.75697,1.21615,58.7319,1645.70935
2022,Wapiti Comp Station 07-23,Alberta,54.7248,-119.0929,27.6001,0.13129,31.28947
2022,Wapiti Comp Station 07-23,Alberta,54.7248,-119.0929,0.09779,2.69486,75.55387
2022,Wapiti Comp Station 07-23,Alberta,54.7248,-119.0929,10954.28977,71.15819,14114.51844
2022,Wapiti Comp Station 07-23,Alberta,54.7248,-119.0929,8.52655,213.7102,5992.41215
2022,Carrot Creek Gas Plant,Alberta,53.5779,-115.8592,2374.8048,17.42976,2864.19753
2022,Carrot Creek Gas Plant,Alberta,53.5779,-115.8592,0.14223,12.40919,347.59955
2022,Carrot Creek Gas Plant,Alberta,53.5779,-115.8592,14589.761,40.07488,15811.41814
2022,Carrot Creek Gas Plant,Alberta,53.5779,-115.8592,0.0724,4.1733,116.9248
2022,Brazeau Comp Stn 02-10,Alberta,52.8598,-115.51,924.0331,4.39534,1047.53192
2022,Brazeau Comp Stn 02-10,Alberta,52.8598,-115.51,0.00134,0.8545,23.92734
2022,Brazeau Comp Stn 02-10,Alberta,52.8598,-115.51,15836.311,29.20513,17800.42079
2022,Brazeau Comp Stn 02-10,Alberta,52.8598,-115.51,0.30672,17.51383,490.69396
2022,Hussar Crowfoot Sweet Gas Plant 14-01,Alberta,51.0207,-112.9484,279.1051,,279.9796
2022,Hussar Crowfoot Sweet Gas Plant 14-01,Alberta,51.0207,-112.9484,0.0277,2.1025,58.8977
2022,Hussar Crowfoot Sweet Gas Plant 14-01,Alberta,51.0207,-112.9484,11373.4613,76.558,14068.3383
2022,Hussar Crowfoot Sweet Gas Plant 14-01,Alberta,51.0207,-112.9484,0.1679,45.1656,1264.8047
2022,Hythe Gas Battery 15-31,Alberta,55.4607,-119.9825,438.287159,2.45818,507.335354
2022,Hythe Gas Battery 15-31,Alberta,55.4607,-119.9825,0.114296,9.709389,271.977188
2022,Hythe Gas Battery 15-31,Alberta,55.4607,-119.9825,9628.742082,95.736513,13551.53022
2022,Hythe Gas Battery 15-31,Alberta,55.4607,-119.9825,0.189611,10.971185,307.382791
2022,Redland Comp Stn 11-19,Alberta,51.4098,-113.0946,0.005,0.3775,10.575
2022,Redland Comp Stn 11-19,Alberta,51.4098,-113.0946,8871.3634,89.5659,11622.9291
2022,Redland Comp Stn 11-19,Alberta,51.4098,-113.0946,0.0517,16.8473,471.7761
2022,Redland Sweet Gas Plant (01-20),Alberta,51.4024,-112.9181,214.9649,,215.6274
2022,Redland Sweet Gas Plant (01-20),Alberta,51.4024,-112.9181,0.0426,3.2387,90.7262
2022,Redland Sweet Gas Plant (01-20),Alberta,51.4024,-112.9181,12063.3714,33.3782,13730.527
2022,Redland Sweet Gas Plant (01-20),Alberta,51.4024,-112.9181,0.2428,43.0925,1206.8328
2022,Severn Comp Stn 06-17,Alberta,51.217,-113.9777,13.385,,13.438
2022,Severn Comp Stn 06-17,Alberta,51.217,-113.9777,7986.4351,81.7419,10497.7023
2022,Severn Comp Stn 06-17,Alberta,51.217,-113.9777,0.0222,11.9364,334.2414
2022,Cassils Comp Stn 13-24-019-15W4,Alberta,50.62836,-111.96373,8545.974,84.59787,11158.20431
2022,Cassils Comp Stn 13-24-019-15W4,Alberta,50.62836,-111.96373,0.02726,1.91781,53.72594
2022,Countess Makepeace Sweet Gas Plant 12-33-022-18W4,Alberta,50.91585,-112.44874,55.9606,0.41072,67.49256
2022,Countess Makepeace Sweet Gas Plant 12-33-022-18W4,Alberta,50.91585,-112.44874,0.27361,17.22711,482.63269
2022,Countess Makepeace Sweet Gas Plant 12-33-022-18W4,Alberta,50.91585,-112.44874,14467.203,47.11333,16637.17199
2022,Countess Makepeace Sweet Gas Plant 12-33-022-18W4,Alberta,50.91585,-112.44874,0.10999,9.80226,274.57327
2022,Bassano Lathom Comp Stn 10-23-020-18W4,Alberta,50.712,-112.39093,13730.224,114.65076,17422.59423
2022,Bassano Lathom Comp Stn 10-23-020-18W4,Alberta,50.712,-112.39093,0.14355,9.80067,274.56231
2022,Suffield A2 Sour Gas Plant,Alberta,50.70146,-111.02326,220.6923,1.61976,266.17278
2022,Suffield A2 Sour Gas Plant,Alberta,50.70146,-111.02326,0.43225,15.58696,436.86713
2022,Suffield A2 Sour Gas Plant,Alberta,50.70146,-111.02326,10048.95165,48.6799,11699.6331
2022,Suffield A2 Sour Gas Plant,Alberta,50.70146,-111.02326,4114.83426,3.19778,4204.3721
2022,Suffield CD Comp Stn 01-04,Alberta,50.22443,-110.9009,0.10026,5.77915,161.91646
2022,Suffield CD Comp Stn 01-04,Alberta,50.22443,-110.9009,11017.91145,113.47583,14503.13024
2022,Suffield CD Comp Stn 01-04,Alberta,50.22443,-110.9009,0.48466,8.89724,249.60738
2022,Suffield D Comp Stn 01-04,Alberta,50.22444,-110.76327,14600.11769,94.08441,17957.84372
2022,Suffield D Comp Stn 01-04,Alberta,50.22444,-110.76327,0.5364,15.04464,421.78632
2022,Suffield E Comp Stn 04-03,Alberta,50.48642,-111.17026,9775.03672,18.38052,11012.36748
2022,Suffield E Comp Stn 04-03,Alberta,50.48642,-111.17026,0.61264,16.59144,465.17296
2022,Wayne Dalum Sweet Gas Plant 05-17-027-19W4,Alberta,51.30516,-112.65065,43.5455,0.3196,52.51815
2022,Wayne Dalum Sweet Gas Plant 05-17-027-19W4,Alberta,51.30516,-112.65065,0.31355,18.27097,511.90071
2022,Wayne Dalum Sweet Gas Plant 05-17-027-19W4,Alberta,51.30516,-112.65065,8413.164,79.57367,10858.47376
2022,Wayne Dalum Sweet Gas Plant 05-17-027-19W4,Alberta,51.30516,-112.65065,0.00267,0.63015,17.64687
2022,BLENHEIM LANDFILL,Ontario,42.23525,-81.56374,0,519.988,14559.664
2022,Peyto Wildhay 04-21-055-23W5,Alberta,53.7611,-117.3675,145.9746,0.789,168.1461
2022,Peyto Wildhay 04-21-055-23W5,Alberta,53.7611,-117.3675,0.1034,3.345,93.7634
2022,Peyto Wildhay 04-21-055-23W5,Alberta,53.7611,-117.3675,44192.7941,190.7149,50285.7558
2022,Peyto Wildhay 04-21-055-23W5,Alberta,53.7611,-117.3675,0.8057,26.0649,730.6229
2022,Peyto Kakwa 02-11-060-04W6,Alberta,54.1669,-118.4869,17.9153,0.0869,20.3485
2022,Peyto Kakwa 02-11-060-04W6,Alberta,54.1669,-118.4869,0.0744,3.6962,103.568
2022,Peyto Kakwa 02-11-060-04W6,Alberta,54.1669,-118.4869,10261.7469,65.1516,12282.8867
2022,Peyto Kakwa 02-11-060-04W6,Alberta,54.1669,-118.4869,0.2727,13.5399,379.3899
2022,Ferrier 01-20-039-07 W5M,Alberta,52.3648,-114.9643,851.27,6.25,1026.27
2022,Ferrier 01-20-039-07 W5M,Alberta,52.3648,-114.9643,0.024,1.188,33.288
2022,Ferrier 01-20-039-07 W5M,Alberta,52.3648,-114.9643,8366.8,15.92,9424.71
2022,Ferrier 01-20-039-07 W5M,Alberta,52.3648,-114.9643,3.6,4.26,122.88
2022,Hamburg 11-14-097-11 W6M,Alberta,57.4189,-119.6697,385.05,2.83,464.29
2022,Hamburg 11-14-097-11 W6M,Alberta,57.4189,-119.6697,10297.24,19.59,11614.26
2022,Hamburg 11-14-097-11 W6M,Alberta,57.4189,-119.6697,1.17,67.71,1897.05
2022,GoodFish South Sour Gas Plant 03-32,Alberta,56.9309,-115.2522,1251.7,9.19,1509.02
2022,GoodFish South Sour Gas Plant 03-32,Alberta,56.9309,-115.2522,0.06,3.12,87.42
2022,GoodFish South Sour Gas Plant 03-32,Alberta,56.9309,-115.2522,11348,87.04,14031.57
2022,GoodFish South Sour Gas Plant 03-32,Alberta,56.9309,-115.2522,1408.54,3.34,1502.06
2022,Eaglesham Culp 05-34-078-25 W5M,Alberta,55.7994,-117.8,27.05,0.2,32.65
2022,Eaglesham Culp 05-34-078-25 W5M,Alberta,55.7994,-117.8,0.036,2.376,66.564
2022,Eaglesham Culp 05-34-078-25 W5M,Alberta,55.7994,-117.8,10577.39,104.61,13790.02
2022,Eaglesham Culp 05-34-078-25 W5M,Alberta,55.7994,-117.8,0.16,1.28,36
2022,WIMBORNE Gas Battery 2-16-34-26W4,Alberta,51.9129,-113.6279,0.024,1.188,33.288
2022,WIMBORNE Gas Battery 2-16-34-26W4,Alberta,51.9129,-113.6279,10361.28,106.94,13644.45
2022,WIMBORNE Gas Battery 2-16-34-26W4,Alberta,51.9129,-113.6279,0.21,19.75,553.21
2022,Markerville Compressor Station #1,Alberta,52.0644,-114.2714,120.5462,22.0277,737.3483
2022,Markerville Compressor Station #1,Alberta,52.0644,-114.2714,0.286,2.6989,75.8552
2022,Markerville Compressor Station #1,Alberta,52.0644,-114.2714,4681.1752,37.0919,5841.8339
2022,Markerville Compressor Station #1,Alberta,52.0644,-114.2714,22.6728,134.2581,3781.8996
2022,FCA Canada Inc. - Windsor Assembly Plant,Ontario,42.3,-82.9881,50145.75,0.979,50403.447
2022,Port Hope Conversion Facility,Ontario,43.9422,-78.2942,22250.265,0.4333,22364.2899
2022,Port Hope Conversion Facility,Ontario,43.9422,-78.2942,174.85,0.081,178.178
2022,South Wapiti 16-36,Alberta,54.84871,-119.2243,1139.97,8.37,1374.33
2022,South Wapiti 16-36,Alberta,54.84871,-119.2243,0.096,5.364,150.288
2022,South Wapiti 16-36,Alberta,54.84871,-119.2243,10507.75,108.4,13834.45
2022,South Wapiti 16-36,Alberta,54.84871,-119.2243,0.63,36.56,1024.31
2022,Victoria Hospital,Ontario,42.96021,-81.22554,50991,1.003,51253.609
2022,Alberta Hub Gas Storage Facility,Alberta,53,115,878.6664,4.78116,1016.127775
2022,Alberta Hub Gas Storage Facility,Alberta,53,115,0.38023,14.092342,394.965806
2022,Alberta Hub Gas Storage Facility,Alberta,53,115,13987.19091,38.301179,15153.87223
2022,Alberta Hub Gas Storage Facility,Alberta,53,115,1.461763,56.808484,1592.099315
2022,NW Pure Alcohol and Spirits,Saskatchewan,52.43333,109.16667,24347.74037,0.451874,24467.19394
2022,NW Pure Alcohol and Spirits,Saskatchewan,52.43333,109.16667,54.8327,0.034,55.9702
2022,NW Pure Alcohol and Spirits,Saskatchewan,52.43333,109.16667,0,0.02178,0.77944
2022,Hinton Gas Plant (06-32-51-25W5) - TOU,Alberta,53.44318,-117.6554,71.8596,0.4574,85.0378
2022,Hinton Gas Plant (06-32-51-25W5) - TOU,Alberta,53.44318,-117.6554,0.0621,1.7466,48.9669
2022,Hinton Gas Plant (06-32-51-25W5) - TOU,Alberta,53.44318,-117.6554,18552.3379,51.4231,20118.7222
2022,Hinton Gas Plant (06-32-51-25W5) - TOU,Alberta,53.44318,-117.6554,0.0211,0.5559,15.5863
2022,Horse 16-17-058-26W5 Compressor,Alberta,54.0193,-117.8199,329.474,1.5862,375.7956
2022,Horse 16-17-058-26W5 Compressor,Alberta,54.0193,-117.8199,5.7158,138.2921,3877.8946
2022,Horse 16-17-058-26W5 Compressor,Alberta,54.0193,-117.8199,53529.3594,145.883,57973.0524
2022,Horse 16-17-058-26W5 Compressor,Alberta,54.0193,-117.8199,0.4747,11.1094,311.5379
2022,Warner Oil Battery 04-20-007-16W4,Alberta,49.56924,-112.14682,63.41,0.3,71.81
2022,Warner Oil Battery 04-20-007-16W4,Alberta,49.56924,-112.14682,12779.82,0.24,12847.49
2022,Moose Mountain Oil Battery 02-23-023-07W5,Alberta,50.9658,-114.8787,117,0.517,131.5555
2022,Moose Mountain Oil Battery 02-23-023-07W5,Alberta,50.9658,-114.8787,0.969,27.213,762.933
2022,Moose Mountain Oil Battery 02-23-023-07W5,Alberta,50.9658,-114.8787,17523.7,41.549,18789.415
2022,Moose Mountain Oil Battery 02-23-023-07W5,Alberta,50.9658,-114.8787,2.827,0.0001,2.8298
2022,Yorkton,Saskatchewan,51.23564,-102.5309,49582.65,0.8652,49810.3956
2022,Yorkton,Saskatchewan,51.23564,-102.5309,444.69,0.0262,446.7751
2022,Olymel S.E.C. Red Deer,Alberta,52.30342,-113.79136,6244.659,,6244.659
2022,Olymel S.E.C. Red Deer,Alberta,52.30342,-113.79136,10808.9291,0.2068,10863.0555
2022,Olymel S.E.C. Red Deer,Alberta,52.30342,-113.79136,1254.311,,1757.225
2022,Olymel S.E.C. Red Deer,Alberta,52.30342,-113.79136,16.4853,0.007,16.9198
2022,Camrose Regional Landfill,Alberta,53.0222,-112.82859,129.9405,0.0039,130.3147
2022,Camrose Regional Landfill,Alberta,53.0222,-112.82859,0,644.5056,18197.9223
2022,Niagara Road 12 Landfill Site,Ontario,47.78,-61.62,7.85,0.00015,7.88865
2022,Niagara Road 12 Landfill Site,Ontario,47.78,-61.62,0,923.41,25855.48
2022,Bridge Street Landfiil Site,Ontario,42.96642,-78.9639,0,1087.6,30452.8
2022,Elm Street Landfill Site,Ontario,47.53,64.21,0,483.58,13540.24
2022,Bonavista Pine Creek 12-19-57-18,Alberta,53.94276,-116.67408,4631.0989,42.2813,5934.0398
2022,Bonavista Pine Creek 12-19-57-18,Alberta,53.94276,-116.67408,10.1915,165.3567,4640.1791
2022,Pcp Westerose 14-27,Alberta,52.91414,-114.06415,6080.3926,50.1856,7710.2564
2022,Pcp Westerose 14-27,Alberta,52.91414,-114.06415,6.9589,81.6357,2292.7585
2022,Pancdn Wilson Creek #2,Alberta,52.71041,-114.44509,123.3002,0.5841,139.708
2022,Pancdn Wilson Creek #2,Alberta,52.71041,-114.44509,18369.7762,200.1984,24482.6209
2022,Pancdn Wilson Creek #2,Alberta,52.71041,-114.44509,0.4424,5.6779,159.4236
2022,Brazeau Office 01-01,Alberta,52.84497,-115.598,731.6427,4.6202,862.5612
2022,Brazeau Office 01-01,Alberta,52.84497,-115.598,0,2.4064,67.3792
2022,Brazeau Office 01-01,Alberta,52.84497,-115.598,40601.0319,135.9604,47737.4414
2022,Brazeau Office 01-01,Alberta,52.84497,-115.598,0,167.9023,4701.2644
